transaction_id;customer_id;transact_date;revenue
2690865;d0813586bfd0813d40-0d0e-4551-8e2c-2e41404586bf;2022-11-30;476
2345831;9ab093484b9ab09d6d-995b-4503-a384-620ea5a3484b;2022-07-19;111
5714743;e58685ac59e58684c2-0a0f-4a1c-87bd-68c1b045ac59;2022-02-16;637
4061263;b6643f238db66438e7-240c-4879-a042-8074a2ef238d;2024-04-10;456
2011166;145e217d0d145e29ba-bc1b-43a0-9ed4-cecb97817d0d;2024-01-31;312
9947828;4eb2ae2ca44eb2ad48-73b5-4428-9b7c-172abece2ca4;2022-10-09;114
8760094;c94147bc02c9414bf8-b93f-4866-8be5-055a20d7bc02;2022-06-01;1132
9539936;c1e8c93567c1e8cae2-44d1-4aba-9b95-2cf5f6293567;2024-01-10;839
2597647;4b2ecf04524b2ecb39-3985-41c0-a8d9-1f34a48f0452;2024-01-10;820
9406996;4eb2ae2ca44eb2ad48-73b5-4428-9b7c-172abece2ca4;2021-08-18;767
1572538;8dcb2cb2b78dcb28e5-ce5e-4e37-bff8-9468fcccb2b7;2024-08-07;516
8967218;7ec7e4d1227ec7e142-28d6-4645-9844-2b1f0884d122;2024-08-07;690
5433739;861bad2639861ba3de-2fee-4e7d-89d1-c6d5b16d2639;2024-08-07;700
1842282;a1e8fc8610a1e8f07e-f876-419a-8117-9d705b5c8610;2024-05-29;1103
8494818;30edc722d230edc5dd-29f9-45b3-bfa2-2484d72722d2;2023-09-06;265
3931889;c632dd41e7c632d2a2-4602-4bd9-a62b-0fa3d67d41e7;2024-05-01;613
6461598;ea2fb1d57dea2fbdac-df2f-4ceb-9368-ad891691d57d;2024-04-03;640
3925220;145e217d0d145e29ba-bc1b-43a0-9ed4-cecb97817d0d;2024-04-03;1005
6775634;779293ac0f77929ed8-7832-408f-8b38-ee401853ac0f;2024-04-03;938
7522812;f796a18b8cf796abc7-d96a-426f-a369-fade16318b8c;2024-05-15;872
6682357;bf5ffed3afbf5ff97b-e85a-45c9-a3cf-f929f90ed3af;2021-07-21;386
5709884;e7df1c31afe7df1d8d-5948-4adb-bbc7-072c879c31af;2024-04-24;981
8480275;c94147bc02c9414bf8-b93f-4866-8be5-055a20d7bc02;2023-07-26;361
8720204;7ec7e4d1227ec7e142-28d6-4645-9844-2b1f0884d122;2021-02-03;665
3248502;57f0f50f2c57f0f9e8-fd0f-4dbf-ae63-fa2f1dc50f2c;2024-02-07;405
4017954;035ea9e5bb035ea982-5eb8-4b53-a662-5dc4c7f9e5bb;2022-04-20;1143
9633590;861bad2639861ba3de-2fee-4e7d-89d1-c6d5b16d2639;2020-07-29;479
8365683;58b0f54bbe58b0f9cb-c6f9-473f-8002-178a70854bbe;2020-07-29;348
2835022;e58685ac59e58684c2-0a0f-4a1c-87bd-68c1b045ac59;2022-02-09;1216
6067083;47b5cd11ac47b5cb08-5498-4ced-bcbe-9279066d11ac;2023-05-31;875
3583260;9dd8c80bdd9dd8c0ee-5c78-45e9-b378-d52cdf180bdd;2023-09-20;1247
9306272;687232a9ac68723c8b-f4f3-4fff-9cd9-f97b6f02a9ac;2022-03-16;787
9774479;b1c0eadd41b1c0e2fd-1018-4289-9468-085b0a6add41;2024-01-03;776
1139156;145e217d0d145e29ba-bc1b-43a0-9ed4-cecb97817d0d;2024-03-20;1216
1923240;c62b89eec6c62b862f-74c0-45ff-8cb9-78a47f89eec6;2024-02-14;543
3827850;76fcb6ae6d76fcbf74-d2b7-48a6-b480-5af91826ae6d;2024-07-10;370
7763791;08c8ae50d908c8af12-b87c-4930-8e48-893709de50d9;2024-07-10;1011
9228762;c94147bc02c9414bf8-b93f-4866-8be5-055a20d7bc02;2024-04-10;805
3151047;d65f262128d65f2876-1f2e-4c31-ab12-89ea62562128;2024-07-24;1175
471420;4b2ecf04524b2ecb39-3985-41c0-a8d9-1f34a48f0452;2024-01-17;1126
2527744;08c8ae50d908c8af12-b87c-4930-8e48-893709de50d9;2023-12-13;1048
3585548;4e362a8b234e362322-79b0-4b73-9f6c-12ef0dea8b23;2022-10-05;724
3296319;b6643f238db66438e7-240c-4879-a042-8074a2ef238d;2024-06-12;936
2100862;fd96df24e6fd96da78-9ec5-45eb-b851-11664cbf24e6;2024-07-17;966
2247631;873f97c7d1873f9155-3bff-46eb-a267-e6f87737c7d1;2024-05-15;220
4897129;5758777c5f57587d9c-2b6c-408d-9b6a-d716c9f77c5f;2024-06-19;547
5580817;9fbcf060a79fbcfb05-6d75-4ed9-a03d-c7f19d2060a7;2024-07-03;468
7695369;13a61243ab13a612c6-b995-42b0-9d6c-f05638d243ab;2024-07-03;1148
4600077;ea2fb1d57dea2fbdac-df2f-4ceb-9368-ad891691d57d;2024-02-07;395
811110;08c8ae50d908c8af12-b87c-4930-8e48-893709de50d9;2024-02-07;832
898845;578d8f731a578d8dbf-97f7-40f0-b104-114206ff731a;2024-02-07;219
416839;4e362a8b234e362322-79b0-4b73-9f6c-12ef0dea8b23;2022-06-22;531
1433310;7f04db71cc7f04d3ac-ac40-4606-89a5-4944529b71cc;2023-09-13;715
7566874;b6643f238db66438e7-240c-4879-a042-8074a2ef238d;2024-02-28;1225
1051631;145e217d0d145e29ba-bc1b-43a0-9ed4-cecb97817d0d;2021-05-26;426
9704411;b6643f238db66438e7-240c-4879-a042-8074a2ef238d;2024-07-31;135
4449486;7ade3537957ade3c0c-b0d7-4965-ac05-480533953795;2021-08-04;265
4279415;4b2ecf04524b2ecb39-3985-41c0-a8d9-1f34a48f0452;2022-11-30;139
7712896;b6643f238db66438e7-240c-4879-a042-8074a2ef238d;2024-06-05;851
4253883;035ea9e5bb035ea982-5eb8-4b53-a662-5dc4c7f9e5bb;2022-10-26;598
7407074;e7df1c31afe7df1d8d-5948-4adb-bbc7-072c879c31af;2024-07-10;691
8557680;4e362a8b234e362322-79b0-4b73-9f6c-12ef0dea8b23;2024-04-10;1312
3849147;fd96df24e6fd96da78-9ec5-45eb-b851-11664cbf24e6;2023-03-29;438
5901896;612677970f6126758b-21e0-490d-968e-312a43c7970f;2023-03-29;297
941336;861bad2639861ba3de-2fee-4e7d-89d1-c6d5b16d2639;2022-06-01;828
2299458;dc4a8d717ddc4a8cc4-3936-4a41-bca6-111b889d717d;2021-09-08;773
5843833;b6643f238db66438e7-240c-4879-a042-8074a2ef238d;2024-05-22;1097
6841863;9dd8c80bdd9dd8c0ee-5c78-45e9-b378-d52cdf180bdd;2023-11-29;769
9350617;35213df35835213f82-e6a9-410b-a400-8eb6cb3df358;2024-01-10;363
7969801;b716925150b7169017-e6b5-49c5-a43c-034180f25150;2023-09-06;934
7476249;b6643f238db66438e7-240c-4879-a042-8074a2ef238d;2024-04-17;795
3566013;c2e2c4f65cc2e2cf30-7588-4c38-8d32-b5b47194f65c;2022-01-05;1086
6785646;41122a321d41122896-d0d8-421c-8d2c-28d2d42a321d;2024-02-21;433
4715550;94795e53b494795d16-bb86-4d80-8274-8acf97fe53b4;2024-02-21;146
3795262;7f04db71cc7f04d3ac-ac40-4606-89a5-4944529b71cc;2022-10-05;779
754033;d7b82da246d7b82fb4-b06b-4124-8304-bffadebda246;2024-05-08;563
9439619;da1af9f154da1af386-38b6-4ec1-8821-c8bcc369f154;2024-05-08;521
6246859;d0813586bfd0813d40-0d0e-4551-8e2c-2e41404586bf;2023-03-08;440
8024140;75ebd4d01b75ebd5f9-c053-4324-936e-404771c4d01b;2024-05-15;612
337447;c51ff31f0ec51ffffe-043f-48ad-826b-06ad2e031f0e;2020-12-02;1167
2388941;65d97d2b7d65d97aa5-c777-44d7-a49b-653e24ed2b7d;2023-08-30;572
2484240;71562fdaff71562fcd-0235-4a7b-b515-94d2eddfdaff;2024-04-24;1439
1537726;a1e8fc8610a1e8f07e-f876-419a-8117-9d705b5c8610;2024-04-24;1243
7031663;47b5cd11ac47b5cb08-5498-4ced-bcbe-9279066d11ac;2024-04-24;791
6052508;ced2f5ca66ced2f55b-ca58-4e21-822f-e25e3545ca66;2022-08-10;742
2849280;779293ac0f77929ed8-7832-408f-8b38-ee401853ac0f;2024-07-03;719
8163187;e12de3c5a9e12de692-4950-4139-8aa8-545e3453c5a9;2024-01-24;575
2601866;91613a386b91613e88-71be-4cc6-9886-b61e19da386b;2023-12-20;999
7082667;4b2ecf04524b2ecb39-3985-41c0-a8d9-1f34a48f0452;2020-11-25;975
4787158;c51ff31f0ec51ffffe-043f-48ad-826b-06ad2e031f0e;2023-12-06;432
4695594;4eb2ae2ca44eb2ad48-73b5-4428-9b7c-172abece2ca4;2020-07-29;825
2823458;57f0f50f2c57f0f9e8-fd0f-4dbf-ae63-fa2f1dc50f2c;2024-02-28;497
8326343;ced2f5ca66ced2f55b-ca58-4e21-822f-e25e3545ca66;2022-11-23;982
1241207;e7df1c31afe7df1d8d-5948-4adb-bbc7-072c879c31af;2021-08-04;577
5649865;6bd77c4c856bd778f7-8ac3-4d89-b944-677ff35c4c85;2024-06-05;995
7525838;ba20d27328ba20d8aa-0491-4ea1-87f1-d72b09627328;2024-06-05;607
4927650;b716925150b7169017-e6b5-49c5-a43c-034180f25150;2022-02-16;993
9042419;779293ac0f77929ed8-7832-408f-8b38-ee401853ac0f;2024-04-10;1021
4142627;57f0f50f2c57f0f9e8-fd0f-4dbf-ae63-fa2f1dc50f2c;2023-10-25;496
3004370;71562fdaff71562fcd-0235-4a7b-b515-94d2eddfdaff;2024-03-27;517
6165578;4e362a8b234e362322-79b0-4b73-9f6c-12ef0dea8b23;2023-07-19;1254
368286;642b3b509a642b3516-6926-4372-8034-1551f8cb509a;2023-04-05;891
3703569;4b2ecf04524b2ecb39-3985-41c0-a8d9-1f34a48f0452;2020-09-02;1222
1531108;71562fdaff71562fcd-0235-4a7b-b515-94d2eddfdaff;2023-10-18;799
271381;35213df35835213f82-e6a9-410b-a400-8eb6cb3df358;2022-01-12;783
7292774;861bad2639861ba3de-2fee-4e7d-89d1-c6d5b16d2639;2021-01-27;1032
4454217;861bad2639861ba3de-2fee-4e7d-89d1-c6d5b16d2639;2021-01-27;862
6424865;ac22e571daac22e593-94bc-43e4-b650-043785c571da;2024-08-07;636
9975044;2a03f4c7162a03f715-6c76-458c-80f7-6c6ee184c716;2024-08-07;253
1941251;9fbcf060a79fbcfb05-6d75-4ed9-a03d-c7f19d2060a7;2024-08-07;671
7701398;08c8ae50d908c8af12-b87c-4930-8e48-893709de50d9;2024-08-07;793
1303851;c632dd41e7c632d2a2-4602-4bd9-a62b-0fa3d67d41e7;2024-08-07;592
7306178;7f04db71cc7f04d3ac-ac40-4606-89a5-4944529b71cc;2022-05-25;311
5215044;13a61243ab13a612c6-b995-42b0-9d6c-f05638d243ab;2024-07-24;615
726132;035ea9e5bb035ea982-5eb8-4b53-a662-5dc4c7f9e5bb;2023-01-25;308
8149929;08c8ae50d908c8af12-b87c-4930-8e48-893709de50d9;2023-11-01;1265
9981895;9dd8c80bdd9dd8c0ee-5c78-45e9-b378-d52cdf180bdd;2023-11-01;956
5714485;e7ea41f435e7ea45c5-b58f-4d2f-a993-ea384761f435;2022-01-26;339
9578088;612677970f6126758b-21e0-490d-968e-312a43c7970f;2024-04-03;519
8539524;687232a9ac68723c8b-f4f3-4fff-9cd9-f97b6f02a9ac;2020-11-18;373
4773680;92e0ea366f92e0e405-9114-4218-8ffa-c48cbbda366f;2022-02-23;1122
7140158;612677970f6126758b-21e0-490d-968e-312a43c7970f;2024-04-24;1165
627685;65d97d2b7d65d97aa5-c777-44d7-a49b-653e24ed2b7d;2023-07-26;644
4328075;64b618cf6264b6141d-118b-4816-b980-141ed928cf62;2020-06-10;356
7118590;9dd8c80bdd9dd8c0ee-5c78-45e9-b378-d52cdf180bdd;2023-10-04;330
6183049;d0813586bfd0813d40-0d0e-4551-8e2c-2e41404586bf;2023-10-04;328
7472696;9dd8c80bdd9dd8c0ee-5c78-45e9-b378-d52cdf180bdd;2024-02-28;997
4910412;9dd8c80bdd9dd8c0ee-5c78-45e9-b378-d52cdf180bdd;2023-09-20;1138
5742988;a3d13132bca3d13dd8-b782-4b29-9855-fcb14f2132bc;2021-11-10;824
9884653;d7b82da246d7b82fb4-b06b-4124-8304-bffadebda246;2024-07-31;647
4239976;bb6039e6f3bb6035ab-3269-49b6-8ff2-1f27f119e6f3;2024-07-31;602
8367552;bb6039e6f3bb6035ab-3269-49b6-8ff2-1f27f119e6f3;2024-06-26;743
895331;b6643f238db66438e7-240c-4879-a042-8074a2ef238d;2024-06-26;846
7172311;035ea9e5bb035ea982-5eb8-4b53-a662-5dc4c7f9e5bb;2022-04-27;302
2782955;d4c80abe47d4c80b2c-3021-4f25-8218-a9a02ffabe47;2024-03-20;1003
8481610;4b2ecf04524b2ecb39-3985-41c0-a8d9-1f34a48f0452;2020-08-26;662
3517428;dc4a8d717ddc4a8cc4-3936-4a41-bca6-111b889d717d;2021-06-09;518
6821208;2be635f05d2be63384-6bdd-4abb-a9be-f56667e5f05d;2024-07-10;401
7496604;d7b82da246d7b82fb4-b06b-4124-8304-bffadebda246;2024-01-31;1186
5148877;64b618cf6264b6141d-118b-4816-b980-141ed928cf62;2023-09-27;583
4373382;a5e3a13b05a5e3aba9-0bae-4d13-bdb4-5c4bb3b13b05;2021-09-08;703
736307;a1e8fc8610a1e8f07e-f876-419a-8117-9d705b5c8610;2024-05-22;1271
622137;c51ff31f0ec51ffffe-043f-48ad-826b-06ad2e031f0e;2023-11-29;694
3444297;779293ac0f77929ed8-7832-408f-8b38-ee401853ac0f;2024-01-10;862
7058802;811eca7942811ec86f-acfd-443c-ac4b-f33a1d3a7942;2024-08-07;631
5039282;ac22e571daac22e593-94bc-43e4-b650-043785c571da;2024-08-07;898
1440849;1b429459351b429a65-d52b-4f50-8a97-72f696445935;2024-08-07;1014
2042603;c2e2c4f65cc2e2cf30-7588-4c38-8d32-b5b47194f65c;2021-06-23;811
6947174;fd96df24e6fd96da78-9ec5-45eb-b851-11664cbf24e6;2024-07-24;1074
8070432;85d1af17cf85d1a4eb-5135-4990-986d-3bb68e0f17cf;2024-07-24;627
6155607;c51ff31f0ec51ffffe-043f-48ad-826b-06ad2e031f0e;2023-11-01;477
7183563;41122a321d41122896-d0d8-421c-8d2c-28d2d42a321d;2024-05-01;1183
1181417;64b618cf6264b6141d-118b-4816-b980-141ed928cf62;2024-02-21;698
1625427;6bd77c4c856bd778f7-8ac3-4d89-b944-677ff35c4c85;2024-02-21;688
2525372;779293ac0f77929ed8-7832-408f-8b38-ee401853ac0f;2024-02-21;480
2248612;dc4a8d717ddc4a8cc4-3936-4a41-bca6-111b889d717d;2024-06-12;390
5073300;ac22e571daac22e593-94bc-43e4-b650-043785c571da;2024-07-17;963
134502;dc4a8d717ddc4a8cc4-3936-4a41-bca6-111b889d717d;2024-07-17;1028
6741288;6bd77c4c856bd778f7-8ac3-4d89-b944-677ff35c4c85;2021-10-06;1197
1650044;d0813586bfd0813d40-0d0e-4551-8e2c-2e41404586bf;2022-12-07;614
6234675;811eca7942811ec86f-acfd-443c-ac4b-f33a1d3a7942;2023-10-11;468
6843052;ac044b1566ac0441f0-38df-42ad-9a6a-68232a5b1566;2024-05-15;333
4912415;d65f262128d65f2876-1f2e-4c31-ab12-89ea62562128;2024-04-24;336
8067117;94795e53b494795d16-bb86-4d80-8274-8acf97fe53b4;2024-01-24;873
3392915;08c8ae50d908c8af12-b87c-4930-8e48-893709de50d9;2020-07-08;908
7648954;ea24e52f90ea24ec32-ba05-41d9-93c9-556230b52f90;2024-02-07;819
1778139;9dd8c80bdd9dd8c0ee-5c78-45e9-b378-d52cdf180bdd;2023-12-06;203
5846770;9dd8c80bdd9dd8c0ee-5c78-45e9-b378-d52cdf180bdd;2023-09-13;354
9655696;c78a55bcd6c78a5f78-8885-407a-9db2-de5305e5bcd6;2022-02-09;1153
5448961;65d97d2b7d65d97aa5-c777-44d7-a49b-653e24ed2b7d;2023-10-04;1092
3272432;b6643f238db66438e7-240c-4879-a042-8074a2ef238d;2024-03-13;1017
228924;08c8ae50d908c8af12-b87c-4930-8e48-893709de50d9;2023-05-03;1154
6950552;779293ac0f77929ed8-7832-408f-8b38-ee401853ac0f;2024-06-26;1279
3954610;da1af9f154da1af386-38b6-4ec1-8821-c8bcc369f154;2024-02-14;1324
582342;246fbe904c246fb384-06cf-46de-a5a9-825af9de904c;2024-07-10;1229
7241553;08c8ae50d908c8af12-b87c-4930-8e48-893709de50d9;2024-01-31;361
7840984;b6643f238db66438e7-240c-4879-a042-8074a2ef238d;2024-01-31;601
5016007;91613a386b91613e88-71be-4cc6-9886-b61e19da386b;2023-03-01;1057
9134668;9825c017139825ca3b-8b26-4bff-915d-fe2678101713;2024-03-05;1019
8440843;ee8b6d796fee8b6387-e300-4262-afb8-655d716d796f;2024-05-22;429
2206909;ee8b6d796fee8b6387-e300-4262-afb8-655d716d796f;2024-05-22;925
43469;7ec7e4d1227ec7e142-28d6-4645-9844-2b1f0884d122;2021-01-27;557
6584051;26e1c8806626e1c112-492d-42fb-a920-73ab4ad88066;2024-01-10;868
2634299;bf5ffed3afbf5ff97b-e85a-45c9-a3cf-f929f90ed3af;2024-08-07;377
5426840;9fbcf060a79fbcfb05-6d75-4ed9-a03d-c7f19d2060a7;2024-08-07;398
1823976;ba20d27328ba20d8aa-0491-4ea1-87f1-d72b09627328;2024-08-07;631
6137184;85d1af17cf85d1a4eb-5135-4990-986d-3bb68e0f17cf;2024-08-07;648
9990480;c1e8c93567c1e8cae2-44d1-4aba-9b95-2cf5f6293567;2024-05-29;793
7949505;e37e5ebc98e37e5c02-520a-4ba6-a064-4a25125ebc98;2023-06-28;697
4280409;58b0f54bbe58b0f9cb-c6f9-473f-8002-178a70854bbe;2021-03-17;1247
9397157;509f2eeec6509f2078-c123-48d6-ac1b-9caad8ceeec6;2023-11-08;997
875284;811eca7942811ec86f-acfd-443c-ac4b-f33a1d3a7942;2024-07-24;571
5387724;035ea9e5bb035ea982-5eb8-4b53-a662-5dc4c7f9e5bb;2022-01-05;49
4439434;811eca7942811ec86f-acfd-443c-ac4b-f33a1d3a7942;2023-11-01;893
589756;efbb66af3fefbb6253-a738-4f95-9a0f-d5eabf66af3f;2023-11-01;883
509601;8f355947018f355751-31f6-4cff-bd84-ef4a22494701;2024-02-21;850
2196140;a1e8fc8610a1e8f07e-f876-419a-8117-9d705b5c8610;2024-05-08;834
6712433;bf5ffed3afbf5ff97b-e85a-45c9-a3cf-f929f90ed3af;2020-07-01;385
3661277;65d97d2b7d65d97aa5-c777-44d7-a49b-653e24ed2b7d;2023-08-16;623
209439;13a61243ab13a612c6-b995-42b0-9d6c-f05638d243ab;2024-04-03;302
8170241;13a61243ab13a612c6-b995-42b0-9d6c-f05638d243ab;2024-04-03;1290
5964899;4eb2ae2ca44eb2ad48-73b5-4428-9b7c-172abece2ca4;2021-04-14;261
6360679;c51ff31f0ec51ffffe-043f-48ad-826b-06ad2e031f0e;2023-08-30;738
2241;b6643f238db66438e7-240c-4879-a042-8074a2ef238d;2024-06-19;1089
7058572;57f0f50f2c57f0f9e8-fd0f-4dbf-ae63-fa2f1dc50f2c;2024-07-03;1180
3742641;52a3dd8fde52a3da9f-adfe-40ea-9603-96703ded8fde;2022-03-30;305
2042764;65d97d2b7d65d97aa5-c777-44d7-a49b-653e24ed2b7d;2023-07-26;622
8273724;91613a386b91613e88-71be-4cc6-9886-b61e19da386b;2023-12-20;667
3399725;7ec7e4d1227ec7e142-28d6-4645-9844-2b1f0884d122;2023-11-15;428
6488702;861bad2639861ba3de-2fee-4e7d-89d1-c6d5b16d2639;2021-02-03;1032
7222365;145e217d0d145e29ba-bc1b-43a0-9ed4-cecb97817d0d;2024-02-07;976
6437956;c62b89eec6c62b862f-74c0-45ff-8cb9-78a47f89eec6;2024-02-07;482
7414515;55499eb78455499044-0581-4c53-ae86-3c23348eb784;2023-11-22;886
1779286;c51ff31f0ec51ffffe-043f-48ad-826b-06ad2e031f0e;2023-12-06;635
4756780;ced2f5ca66ced2f55b-ca58-4e21-822f-e25e3545ca66;2022-07-06;594
8728289;a1e8fc8610a1e8f07e-f876-419a-8117-9d705b5c8610;2024-03-13;1290
7919569;d7b82da246d7b82fb4-b06b-4124-8304-bffadebda246;2023-05-03;535
3654977;85d1af17cf85d1a4eb-5135-4990-986d-3bb68e0f17cf;2024-06-26;1119
5968695;91613a386b91613e88-71be-4cc6-9886-b61e19da386b;2021-10-27;494
2148325;a3d13132bca3d13dd8-b782-4b29-9855-fcb14f2132bc;2021-10-27;710
6692373;7ade3537957ade3c0c-b0d7-4965-ac05-480533953795;2021-03-24;315
5343280;4ce2086ca24ce20630-e25c-4463-819b-05a4b7886ca2;2023-07-12;918
408159;64b618cf6264b6141d-118b-4816-b980-141ed928cf62;2020-07-15;376
281517;478eb40f90478ebc2f-49ba-4857-ab56-efdd28040f90;2022-08-24;705
1037773;b716925150b7169017-e6b5-49c5-a43c-034180f25150;2020-06-24;579
8291690;4e362a8b234e362322-79b0-4b73-9f6c-12ef0dea8b23;2024-01-10;584
3190122;811eca7942811ec86f-acfd-443c-ac4b-f33a1d3a7942;2024-08-07;1038
889008;58b0f54bbe58b0f9cb-c6f9-473f-8002-178a70854bbe;2021-03-17;938
670115;ea2fb1d57dea2fbdac-df2f-4ceb-9368-ad891691d57d;2023-11-01;611
1650351;b716925150b7169017-e6b5-49c5-a43c-034180f25150;2024-02-21;185
9143578;035ea9e5bb035ea982-5eb8-4b53-a662-5dc4c7f9e5bb;2024-07-17;561
7162928;d0813586bfd0813d40-0d0e-4551-8e2c-2e41404586bf;2023-03-08;1200
9617881;30edc722d230edc5dd-29f9-45b3-bfa2-2484d72722d2;2023-03-08;960
1214296;65d97d2b7d65d97aa5-c777-44d7-a49b-653e24ed2b7d;2023-08-30;542
5888042;1b429459351b429a65-d52b-4f50-8a97-72f696445935;2024-06-19;630
6680899;92e0ea366f92e0e405-9114-4218-8ffa-c48cbbda366f;2024-04-24;554
7704081;779293ac0f77929ed8-7832-408f-8b38-ee401853ac0f;2024-04-24;287
600534;ee8b6d796fee8b6387-e300-4262-afb8-655d716d796f;2024-04-24;421
1655262;c8a751534cc8a753e3-c60c-47cb-bbf4-fae50971534c;2023-05-24;444
